pasta,origem,destino,motivo
8716900554971,8716900554988_12.jpg,8716900554971_12.jpg,padronizacao_nome
8716900554971,8716900554988_13.jpg,8716900554971_13.jpg,padronizacao_nome
8716900556821,8716900556821-Forticare_Capuccino_4Xpb_125Ml_-(1).jpg,8716900556821_1.jpg,padronizacao_nome
8716900556821,8716900556821-Forticare_Capuccino_4Xpb_125Ml_-(2).jpg,8716900556821_2.jpg,padronizacao_nome
8716900556944,8716900556944-Forticare_Pessego_Gengibre_4Xpb_125Ml_-(1).jpg,8716900556944_1.jpg,padronizacao_nome
8716900556944,8716900556944-Forticare_Pessego_Gengibre_4Xpb_125Ml_-(2).jpg,8716900556944_2.jpg,padronizacao_nome
8716900557231,8716900557231-Forticare_Laranja_Limao_4Xpb_125Ml_-(1).jpg,8716900557231_1.jpg,padronizacao_nome
8716900557231,8716900557231-Forticare_Laranja_Limao_4Xpb_125Ml_-(2).jpg,8716900557231_2.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(1).jpg,8716900569821_1.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(2).jpg,8716900569821_2.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(3).jpg,8716900569821_3.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(4).jpg,8716900569821_4.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(5).jpg,8716900569821_5.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(6).jpg,8716900569821_6.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(7).jpg,8716900569821_7.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(8).jpg,8716900569821_8.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(9).jpg,8716900569821_9.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(10).jpg,8716900569821_10.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(11).jpg,8716900569821_11.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(12).jpg,8716900569821_12.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(13).jpg,8716900569821_13.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(14).jpg,8716900569821_14.jpg,padronizacao_nome
8716900569821,8716900569821-Nutridrink_Protein_Baunilha_200ml-(15).jpg,8716900569821_15.jpg,padronizacao_nome
8716900569845,8716900569845-Nutridrink_Protein_Morango_200ml-(1).jpg,8716900569845_1.jpg,padronizacao_nome
8716900569845,8716900569845-Nutridrink_Protein_Morango_200ml-(2).jpg,8716900569845_2.jpg,padronizacao_nome
